owner_older40,owner_male,num_livestock,years_edu,num_employees,grid_subsidy_amount,grid_connection,firm_revenue
0,1,4,8,2,150,0,6882.34
1,1,4,4,1,100,0,11285.12
0,0,1,10,2,250,0,9233.072
1,0,2,10,2,50,0,12402.93
0,0,0,7,1,100,0,8411.843
0,1,1,5,1,150,1,20842.93
0,1,0,6,3,200,0,5526.547
0,1,1,8,3,100,1,21605.1
0,1,1,7,2,200,1,21572.99
0,0,2,6,1,200,0,3978.215
1,0,3,5,2,250,0,8666.099
0,1,1,10,2,150,0,11236.05
0,0,0,9,1,200,0,5689.666
0,0,1,8,5,100,0,6841.651
0,0,4,5,2,250,0,7724.582
0,0,3,8,4,200,0,5932.295
0,0,0,5,0,150,0,8344.546
0,0,1,6,3,150,0,4356.231
0,1,3,6,2,50,0,11211.96
0,1,2,5,3,200,1,18320.81
0,0,4,8,0,200,0,7925.379
0,0,1,9,2,50,0,4850.683
0,1,2,9,0,150,0,7583.644
0,0,3,7,3,250,0,7652.088
0,0,1,8,1,50,0,6088.639
0,1,0,7,0,150,0,9400.69
0,0,4,9,1,100,0,6658.846
0,0,2,10,1,250,1,18241.7
1,0,4,6,4,150,0,10254.1
0,0,4,7,3,150,0,4816.029
0,0,0,8,2,50,1,21742.89
0,1,3,6,1,150,0,10239.36
0,0,1,10,1,100,0,10276.95
0,1,1,7,0,250,1,18811.13
0,0,2,7,2,150,0,5364.408
0,0,1,6,1,100,0,5037.303
0,1,1,6,4,200,0,8356.562
0,1,5,6,2,200,0,7226.213
0,1,0,9,1,250,1,19369.96
1,1,5,9,0,100,1,22850.95
0,0,1,6,4,250,1,17793.64
0,0,3,4,3,50,0,7184.961
1,1,2,8,3,200,1,26860.38
1,1,5,9,1,150,0,11075.29
0,1,4,8,4,250,0,7326.794
0,0,2,7,1,150,0,9770.24
0,0,1,5,2,200,0,4723.299
0,0,2,10,0,50,0,9584.402
1,1,3,7,2,150,1,21686
0,1,1,8,1,250,1,21398.29
1,1,1,10,3,250,1,18517.63
0,1,7,10,1,250,0,9191.706
1,0,1,6,5,150,1,22481.98
0,0,0,4,3,100,0,9184.388
0,1,2,5,2,200,0,6141.14
1,1,1,7,2,50,0,12318.81
1,0,4,6,2,100,0,8541.259
0,1,4,8,3,50,0,11315.3
0,1,3,7,3,100,0,10617.87
1,0,0,7,1,200,0,9010.497
0,1,3,7,1,200,0,9068.487
1,1,1,6,2,50,1,21031.99
1,0,4,6,0,100,0,8016.917
1,1,0,9,1,150,1,20965.53
0,1,1,8,1,150,0,6141.556
0,1,2,9,2,200,0,8063.247
0,1,0,10,0,200,1,18573.71
1,0,3,8,0,250,1,18691.54
0,1,3,5,1,200,0,10497.35
0,0,3,7,2,200,0,6909.128
0,1,2,9,2,150,1,19253.03
1,0,1,7,3,50,0,12266.24
0,0,4,6,3,50,0,7910.031
0,0,3,6,1,150,0,4068.773
0,0,3,8,0,100,0,8476.141
1,1,3,6,4,200,1,20025.16
0,0,1,10,1,200,0,10336.62
0,1,0,5,0,50,0,8719.115
1,1,0,9,2,150,1,22697.75
0,0,3,6,0,150,0,4788.55
0,1,1,7,2,200,1,18573.39
0,1,2,8,4,100,0,8092.452
0,0,3,8,2,150,0,10894.25
0,0,0,9,3,200,0,6610.358
0,0,1,8,1,100,0,10738.63
1,0,3,5,1,150,0,9361.406
1,0,4,8,5,200,0,9066.073
0,0,0,5,1,100,0,3845.757
0,1,2,7,4,200,0,7721.143
0,1,0,10,5,100,0,7755.016
1,1,3,8,2,100,1,23592.34
0,1,1,9,1,100,0,8901.203
0,1,1,5,2,250,1,17239.17
0,1,0,9,0,100,1,19896.68
0,1,4,8,3,50,0,8794.928
1,1,3,8,4,150,1,20118.64
1,1,1,9,4,150,1,22491.79
1,1,3,5,1,200,1,20916.95
1,0,1,5,4,200,0,6779.65
0,0,0,9,1,50,0,7585.573
0,1,4,9,2,250,1,18119.21
0,1,1,8,4,150,0,9632.104
1,0,1,8,4,150,1,21298.45
1,1,2,8,8,250,1,18386.58
0,1,1,7,2,150,0,9190.64
0,1,0,8,5,150,0,8458.217
0,1,4,8,2,150,1,20951.89
0,1,5,9,1,150,0,9747.272
0,0,1,4,1,150,0,1720.262
0,0,1,5,0,150,0,4597.95
0,1,2,7,3,250,0,8445.098
0,1,1,7,3,50,0,6991.026
1,1,0,5,2,150,0,9142.723
1,1,2,9,1,50,1,29036.24
0,0,1,4,0,250,0,8302.603
0,1,1,5,0,250,1,23251.95
0,0,1,9,3,200,0,8364.674
0,0,2,6,3,250,0,6921.455
1,0,3,7,1,200,1,18400.06
0,1,2,4,0,50,0,10470.92
0,0,1,10,5,250,1,21797.6
1,0,2,8,1,150,1,26183.01
0,1,1,9,1,250,1,17733.15
1,1,4,9,2,150,1,20385.92
0,0,4,10,7,250,0,5788.137
1,1,1,6,3,200,1,22452.76
0,0,0,7,1,150,0,5517.485
1,0,4,8,0,100,1,22564.92
0,1,0,4,1,150,0,4976.351
0,0,4,9,2,150,0,5366.928
0,0,1,5,2,200,0,5247.832
0,0,7,6,1,150,0,5017.986
0,0,0,8,1,250,0,6792.787
1,1,4,9,3,200,1,24852.38
1,0,5,4,1,150,0,6492.732
0,1,4,7,4,250,0,7405.864
0,0,2,6,1,200,0,6058.754
0,1,0,6,0,250,0,9631.569
0,1,1,8,2,100,0,8834.299
0,0,4,4,1,200,0,7321.36
0,1,0,6,2,250,1,19638.61
0,0,0,7,0,100,0,8743.663
0,0,3,6,4,200,0,5665.77
0,0,0,10,0,100,0,5892.767
0,1,3,8,0,100,0,9610.633
0,0,2,5,3,150,0,3784.24
1,0,2,5,8,250,0,7455.955
0,1,1,7,2,50,0,12324.22
0,1,1,6,1,200,1,22591.58
0,0,5,8,0,250,0,8921.99
1,1,6,9,0,200,1,24742.3
1,0,3,7,0,100,0,12104.95
0,1,1,5,1,200,0,7178.116
0,0,1,6,0,100,0,4880.359
1,1,1,8,2,250,1,20936.59
0,0,1,9,1,150,1,18761.78
0,0,3,7,1,250,0,8564.784
1,0,1,8,0,200,1,19960.1
0,1,0,7,0,200,1,19633.88
0,0,2,8,1,200,0,3380.126
0,0,7,9,5,50,0,8011.466
0,0,5,9,3,100,0,10697.91
0,1,1,4,1,50,0,12345.78
0,1,1,5,2,250,1,22466.62
0,0,7,6,2,50,0,4778.513
0,0,0,9,2,250,0,6837.807
1,1,1,7,1,200,1,25572.98
0,0,2,10,0,100,0,8725.287
0,0,0,5,1,150,0,6440.214
0,0,1,8,0,150,0,8986.438
0,1,3,6,1,150,0,4594.085
0,0,0,9,2,100,0,7848.163
0,0,8,9,0,150,0,5506.031
1,0,0,4,6,100,0,7629.092
0,0,1,6,1,200,0,4569.492
1,1,2,6,1,100,1,22817.57
0,1,0,6,3,50,0,9559.334
0,1,4,9,4,150,0,9803.371
0,0,3,6,1,250,0,5047.45
1,1,2,9,3,50,1,22277.07
0,1,3,6,8,150,0,11579.09
1,1,0,5,0,50,0,13089.2
0,1,2,10,3,100,0,9115.478
0,1,6,7,0,250,0,6394.29
0,0,2,9,0,150,0,5878.878
0,1,0,9,2,150,0,10551.83
0,1,2,6,0,100,0,10425.13
1,0,3,8,0,150,1,20279.39
1,1,3,8,2,150,0,10892.38
1,1,7,8,1,250,1,23218.58
1,1,5,6,4,100,1,23150.51
0,0,2,10,3,250,0,7392.971
0,1,7,9,1,200,1,22119.05
0,0,2,5,3,150,0,7415.939
0,0,4,9,5,50,0,5422.281
1,1,1,6,2,150,1,27688.42
1,0,1,7,2,100,0,8106.564
0,0,1,8,0,200,0,10204.56
0,1,2,5,2,50,0,11823.52
0,1,3,8,1,50,0,12213.01
1,1,0,6,3,250,1,21926.71
0,0,1,5,1,150,0,10037.52
1,0,3,9,2,150,1,22301.03
0,1,1,4,5,100,0,6988.765
0,1,4,8,0,250,0,9776.63
0,0,1,10,2,200,0,4877.952
0,0,9,9,0,100,0,5099.605
0,1,2,5,1,150,0,10498.69
0,0,3,4,3,100,1,21090.77
1,1,3,9,7,100,1,22479.23
0,0,1,7,4,200,0,6209.703
1,0,3,7,3,100,0,10759.17
0,1,0,7,2,200,1,21219.36
0,0,2,5,1,250,0,8547.626
1,0,0,8,1,50,0,8271.063
0,0,2,5,1,50,0,4796.626
1,1,1,5,4,150,0,11634.38
0,1,1,5,1,250,0,8813.147
1,1,0,8,1,200,1,26268.51
0,1,1,7,2,200,0,10715.12
0,1,3,4,1,250,0,5833.608
0,0,3,9,1,150,0,5340.376
0,0,5,8,1,250,0,4876.564
1,1,3,4,6,150,0,8862.252
0,1,2,5,3,150,0,8669.908
0,0,1,9,0,200,0,4837.235
1,0,1,7,4,50,0,10540.01
0,1,4,4,3,200,0,8387.562
0,1,4,7,4,200,0,9102.787
0,0,0,9,0,50,0,7475.516
0,1,7,10,2,150,0,7834.763
0,1,0,4,1,200,0,7132.402
1,1,1,4,0,50,0,8667.817
1,0,3,8,1,50,1,21182.03
0,1,3,9,2,50,0,11718.35
0,1,2,9,4,200,0,10583.77
0,0,2,7,1,250,0,9139.674
0,1,3,7,3,250,1,20286.84
0,0,3,6,1,50,0,5801.368
0,1,3,6,4,50,0,9257.571
0,1,5,4,8,100,0,12106.08
0,0,2,4,1,150,0,3288.785
1,1,4,7,4,50,0,12463.61
0,0,6,8,0,50,1,22235.04
0,0,2,8,3,100,0,3926.687
0,0,2,5,2,50,0,5706.493
0,1,1,7,1,250,1,25935.42
0,1,1,8,2,150,0,9491.076
0,1,0,9,1,250,0,5791.144
0,1,1,7,3,100,0,6479.464
0,0,4,10,0,150,0,9715.36
0,0,3,5,5,150,0,6627.016
0,0,1,8,2,200,0,3864.978
0,1,3,8,1,150,1,20382.15
1,1,2,8,0,50,0,11954.25
0,1,5,8,3,250,1,17967.56
0,0,0,7,2,50,0,3914.331
1,1,6,8,2,250,1,21136.02
0,1,1,8,3,100,0,11730.71
0,0,2,6,3,250,0,5549.907
1,0,3,7,3,100,0,10592.9
0,0,4,7,1,200,0,6106.139
0,1,0,6,2,250,0,6466.08
0,1,1,4,3,100,0,5379.611
1,1,3,6,0,250,1,20006.9
0,1,1,5,1,50,0,5204.082
0,0,1,7,4,100,0,5211.416
0,1,2,9,2,250,1,19052.62
0,1,1,10,2,50,0,9226.361
0,1,2,6,2,150,0,6407.304
0,1,3,6,4,150,0,8895.021
0,0,5,9,2,100,0,10056.55
1,1,4,5,1,100,0,10631.2
0,0,3,6,1,250,0,2790.819
0,1,2,9,0,200,0,8318.579
0,1,1,5,2,100,1,20058.36
0,1,1,9,4,250,0,9141.535
1,1,0,8,5,100,0,12131.92
1,1,5,6,3,200,0,9956.467
0,1,3,6,2,100,0,7901.563
0,1,1,9,4,50,1,21167.77
1,1,1,7,1,50,0,11043.51
0,1,2,5,4,250,0,8323.64
0,0,0,6,4,50,0,5699.589
0,1,0,6,1,200,1,18199.22
0,0,2,4,0,200,0,5384.821
0,1,6,5,2,250,0,8275.05
0,1,4,8,2,200,1,19678.53
0,1,6,9,0,150,0,8192.075
0,1,1,7,2,250,1,21211.85
1,1,4,8,7,250,1,20762.42
1,1,2,9,2,250,1,19648.81
0,0,1,9,2,100,0,7154.451
0,0,4,7,0,100,0,6021.572
0,0,0,5,3,50,0,2502.879
1,0,5,5,0,250,1,17079.15
1,1,8,8,2,100,1,23803.96
0,1,1,10,3,100,0,7740.3
0,0,3,8,3,250,0,5702.464
1,1,3,7,1,50,1,23545.38
